id,url,levels,word,translation,part_of_speech,ipa,audio_link
foundation_course,https://www.oxfordlearnersdictionaries.com/definition/english/foundation-course,C2,foundation course,khóa học nền tảng,noun,/faʊnˈdeɪʃn kɔːs/,
english,https://www.oxfordlearnersdictionaries.com/definition/english/english_1,A1,English,Tiếng Anh,noun,/ˈɪŋɡlɪʃ/,
gender_studies,https://www.oxfordlearnersdictionaries.com/definition/english/gender-studies,B2,gender studies,nghiên cứu về giới,noun,/ˈdʒendə stʌdiz/,
gymnastics,https://www.oxfordlearnersdictionaries.com/definition/english/gymnastics,B1,gymnastics,thể dục dụng cụ,noun,/dʒɪmˈnæstɪks/,
geometry,https://www.oxfordlearnersdictionaries.com/definition/english/geometry,C2,geometry,hình học,noun,/dʒiˈɒmətri/,
geology,https://www.oxfordlearnersdictionaries.com/definition/english/geology,B2,geology,địa chất,noun,/dʒiˈɒlədʒi/,
history,https://www.oxfordlearnersdictionaries.com/definition/english/history,A1,history,lịch sử,noun,/ˈhɪstri/,
home_economics,https://www.oxfordlearnersdictionaries.com/definition/english/home-economics,C2,home economics,kinh tế gia đình,noun,/ˌhəʊm ˌiːkəˈnɒmɪks/,
elective,https://www.oxfordlearnersdictionaries.com/definition/english/elective_2,C2,elective,tự chọn,noun,/ɪˈlektɪv/,
information_technology,https://www.oxfordlearnersdictionaries.com/definition/english/information-technology,B1,information technology,công nghệ thông tin,noun,/ˌɪnfəˌmeɪʃn tekˈnɒlədʒi/,
ict,https://www.oxfordlearnersdictionaries.com/definition/english/ict,B2,ICT,CNTT,noun,/ˌaɪ siː ˈtiː/,
humanity,https://www.oxfordlearnersdictionaries.com/definition/english/humanity,C1,humanity,nhân loại,noun,/hjuːˈmænəti/,
honour,https://www.oxfordlearnersdictionaries.com/definition/english/honour_1,C2,honour,tôn kính,noun,/ˈɒnə(r)/,
interdisciplinary,https://www.oxfordlearnersdictionaries.com/definition/english/interdisciplinary,C2,interdisciplinary,liên ngành,adjective,/ˌɪntədɪsəˈplɪnəri/,
human_geography,https://www.oxfordlearnersdictionaries.com/definition/english/human-geography,C1,human geography,địa lý nhân văn,noun,/ˌhjuːmən dʒiˈɒɡrəfi/,
liberal_arts,https://www.oxfordlearnersdictionaries.com/definition/english/liberal-arts,C2,liberal arts,nghệ thuật tự do,noun,/ˌlɪbərəl ˈɑːts/,
interdisciplinarity,https://www.oxfordlearnersdictionaries.com/definition/english/interdisciplinarity,C2,interdisciplinarity,liên ngành,noun,/ˌɪntəˌdɪsəplɪˈnærəti/,
linguistics,https://www.oxfordlearnersdictionaries.com/definition/english/linguistics,C2,linguistics,ngôn ngữ học,noun,/lɪŋˈɡwɪstɪks/,
mathematics,https://www.oxfordlearnersdictionaries.com/definition/english/mathematics,A2,mathematics,toán học,noun,/ˌmæθəˈmætɪks/,
major_in,https://www.oxfordlearnersdictionaries.com/definition/english/major-in,C1,major in,chuyên ngành,phrasal verb,,
major,https://www.oxfordlearnersdictionaries.com/definition/english/major_2,C1,major,lớn lao,noun,/ˈmeɪdʒə(r)/,
minor,https://www.oxfordlearnersdictionaries.com/definition/english/minor_2,C1,minor,người vị thành niên,noun,/ˈmaɪnə(r)/,
modular,https://www.oxfordlearnersdictionaries.com/definition/english/modular,C2,modular,mô-đun,adjective,/ˈmɒdjələ(r)/,
law,https://www.oxfordlearnersdictionaries.com/definition/english/law,B1,law,pháp luật,noun,/lɔː/,
module,https://www.oxfordlearnersdictionaries.com/definition/english/module,B2,module,mô-đun,noun,/ˈmɒdjuːl/,
multidisciplinary,https://www.oxfordlearnersdictionaries.com/definition/english/multidisciplinary,C2,multidisciplinary,đa ngành,adjective,/ˌmʌltidɪsəˈplɪnəri/,
media_studies,https://www.oxfordlearnersdictionaries.com/definition/english/media-studies,B2,media studies,nghiên cứu truyền thông,noun,/ˈmiːdiə stʌdiz/,
music,https://www.oxfordlearnersdictionaries.com/definition/english/music,A1,music,âm nhạc,noun,/ˈmjuːzɪk/,
optional,https://www.oxfordlearnersdictionaries.com/definition/english/optional,B2,optional,không bắt buộc,adjective,/ˈɒpʃənl/,
pe,https://www.oxfordlearnersdictionaries.com/definition/english/pe,B1,PE,Thể dục,noun,/ˌpiː ˈiː/,
performing_arts,https://www.oxfordlearnersdictionaries.com/definition/english/the-performing-arts,B2,performing arts,biểu diễn nghệ thuật,noun,/ðə pəˌfɔːmɪŋ ˈɑːts/,
philosophy,https://www.oxfordlearnersdictionaries.com/definition/english/philosophy,B2,philosophy,triết lý,noun,/fəˈlɒsəfi/,
physical_education,https://www.oxfordlearnersdictionaries.com/definition/english/physical-education,B1,physical education,giáo dục thể chất,noun,/ˌfɪzɪkl edʒuˈkeɪʃn/,
physics,https://www.oxfordlearnersdictionaries.com/definition/english/physics,A2,physics,vật lý,noun,/ˈfɪzɪks/,
politics,https://www.oxfordlearnersdictionaries.com/definition/english/politics,B1,politics,chính trị,noun,/ˈpɒlətɪks/,
programme,https://www.oxfordlearnersdictionaries.com/definition/english/programme_1,B1,programme,chương trình,noun,/ˈprəʊɡræm/,
psychology,https://www.oxfordlearnersdictionaries.com/definition/english/psychology,B2,psychology,tâm lý,noun,/saɪˈkɒlədʒi/,
pshe,https://www.oxfordlearnersdictionaries.com/definition/english/pshe,C2,PSHE,PSHE,noun,/ˌpiː es eɪtʃ ˈiː/,
re,https://www.oxfordlearnersdictionaries.com/definition/english/re_1,C2,RE,NỐT RÊ,noun,/ˌɑːr ˈiː/,
postdoctoral,https://www.oxfordlearnersdictionaries.com/definition/english/postdoctoral,C2,postdoctoral,sau tiến sĩ,adjective,/ˌpəʊstˈdɒktərəl/,
science,https://www.oxfordlearnersdictionaries.com/definition/english/science,A1,science,khoa học,noun,/ˈsaɪəns/,
social_studies,https://www.oxfordlearnersdictionaries.com/definition/english/social-studies,B2,social studies,nghiên cứu xã hội,noun,/ˌsəʊʃl ˈstʌdiz/,
social_science,https://www.oxfordlearnersdictionaries.com/definition/english/social-science,B2,social science,khoa học xã hội,noun,/ˌsəʊʃl ˈsaɪəns/,
steam,https://www.oxfordlearnersdictionaries.com/definition/english/steam_2,C2,STEAM,HƠI NƯỚC,abbreviation,/stiːm/,
stem,https://www.oxfordlearnersdictionaries.com/definition/english/stem_2,C1,STEM,THÂN CÂY,abbreviation,/stem/,
sociology,https://www.oxfordlearnersdictionaries.com/definition/english/sociology,B2,sociology,xã hội học,noun,/ˌsəʊsiˈɒlədʒi/,
subject,https://www.oxfordlearnersdictionaries.com/definition/english/subject_1,A1,subject,chủ thể,noun,/ˈsʌbdʒɪkt/,
theology,https://www.oxfordlearnersdictionaries.com/definition/english/theology,C1,theology,thần học,noun,/θiˈɒlədʒi/,
vocational,https://www.oxfordlearnersdictionaries.com/definition/english/vocational,C1,vocational,nghề nghiệp,adjective,/vəʊˈkeɪʃənl/,
zoology,https://www.oxfordlearnersdictionaries.com/definition/english/zoology,C1,zoology,động vật học,noun,/zuˈɒlədʒi/,
sociological,https://www.oxfordlearnersdictionaries.com/definition/english/sociological,C1,sociological,xã hội học,adjective,/ˌsəʊsiəˈlɒdʒɪkl/,
summer_school,https://www.oxfordlearnersdictionaries.com/definition/english/summer-school,B2,summer school,học hè,noun,/ˈsʌmə skuːl/,
