id,url,levels,word,translation,part_of_speech,ipa,audio_link
incentive,https://www.oxfordlearnersdictionaries.com/definition/english/incentive,C1,incentive,khích lệ,noun,/ɪnˈsentɪv/,
give,https://www.oxfordlearnersdictionaries.com/definition/english/give_1,A1,give,đưa cho,verb,/ɡɪv/,
iou,https://www.oxfordlearnersdictionaries.com/definition/english/iou,C2,IOU,IOU,noun,/ˌaɪ əʊ ˈjuː/,
overdue,https://www.oxfordlearnersdictionaries.com/definition/english/overdue,C2,overdue,quá hạn,adjective,/ˌəʊvəˈdjuː/,
micropayment,https://www.oxfordlearnersdictionaries.com/definition/english/micropayment,C2,micropayment,thanh toán vi mô,noun,/ˈmaɪkrəʊpeɪmənt/,
money_transfer,https://www.oxfordlearnersdictionaries.com/definition/english/money-transfer,C1,money transfer,chuyển tiền,noun,/ˈmʌni trænsfɜː(r)/,
overheads,https://www.oxfordlearnersdictionaries.com/definition/english/overheads,C2,overheads,chi phí chung,noun,/ˈəʊvəhedz/,
pay_back,https://www.oxfordlearnersdictionaries.com/definition/english/pay-back,B2,pay back,trả lại,phrasal verb,,
pay,https://www.oxfordlearnersdictionaries.com/definition/english/pay_1,A1,pay,chi trả,verb,/peɪ/,
pay,https://www.oxfordlearnersdictionaries.com/definition/english/pay_2,A2,pay,chi trả,noun,/peɪ/,
payable,https://www.oxfordlearnersdictionaries.com/definition/english/payable,C2,payable,phải trả,adjective,/ˈpeɪəbl/,
payment,https://www.oxfordlearnersdictionaries.com/definition/english/payment,B1,payment,sự chi trả,noun,/ˈpeɪmənt/,
pay_up,https://www.oxfordlearnersdictionaries.com/definition/english/pay-up,C2,pay up,trả tiền,phrasal verb,,
pay_off,https://www.oxfordlearnersdictionaries.com/definition/english/pay-off_1,C1,pay off,trả hết,phrasal verb,,
penalty,https://www.oxfordlearnersdictionaries.com/definition/english/penalty,B2,penalty,hình phạt,noun,/ˈpenəlti/,
quotation,https://www.oxfordlearnersdictionaries.com/definition/english/quotation,C1,quotation,Trích dẫn,noun,/kwəʊˈteɪʃn/,
refund,https://www.oxfordlearnersdictionaries.com/definition/english/refund_1,B2,refund,đền bù,noun,/ˈriːfʌnd/,
receipt,https://www.oxfordlearnersdictionaries.com/definition/english/receipt,B1,receipt,biên lai,noun,/rɪˈsiːt/,
prepaid,https://www.oxfordlearnersdictionaries.com/definition/english/prepaid,C1,prepaid,trả trước,adjective,/ˌpriːˈpeɪd/,
refund,https://www.oxfordlearnersdictionaries.com/definition/english/refund_2,B2,refund,đền bù,verb,/rɪˈfʌnd/,
pay-as-you-go,https://www.oxfordlearnersdictionaries.com/definition/english/pay-as-you-go,C2,pay-as-you-go,trả theo mức sử dụng,adjective,/ˌpeɪ əz jə ˈɡəʊ/,
ransom,https://www.oxfordlearnersdictionaries.com/definition/english/ransom_1,C1,ransom,tiền chuộc,noun,/ˈrænsəm/,
rent,https://www.oxfordlearnersdictionaries.com/definition/english/rent_1,B1,rent,thuê,noun,/rent/,
rent,https://www.oxfordlearnersdictionaries.com/definition/english/rent_2,B1,rent,thuê,verb,/rent/,
settle,https://www.oxfordlearnersdictionaries.com/definition/english/settle_1,C1,settle,ổn định,verb,/ˈsetl/,
sales_slip,https://www.oxfordlearnersdictionaries.com/definition/english/sales-slip,B1,sales slip,phiếu bán hàng,noun,/ˈseɪlz slɪp/,
top-up,https://www.oxfordlearnersdictionaries.com/definition/english/top-up_2,C2,top-up,nạp tiền,noun,/ˈtɒp ʌp/,
tip,https://www.oxfordlearnersdictionaries.com/definition/english/tip_1,B1,tip,mẹo,noun,/tɪp/,
tip,https://www.oxfordlearnersdictionaries.com/definition/english/tip_2,B1,tip,mẹo,verb,/tɪp/,
win,https://www.oxfordlearnersdictionaries.com/definition/english/win_1,B1,win,thắng,verb,/wɪn/,
voucher,https://www.oxfordlearnersdictionaries.com/definition/english/voucher,C1,voucher,chứng từ,noun,/ˈvaʊtʃə(r)/,
repay,https://www.oxfordlearnersdictionaries.com/definition/english/repay,C1,repay,trả ơn,verb,/rɪˈpeɪ/,
