id,url,levels,word,translation,part_of_speech,ipa,audio_link
scrum,https://www.oxfordlearnersdictionaries.com/definition/english/scrum,C2,scrum,cặn bã,noun,/skrʌm/,
rugby_union,https://www.oxfordlearnersdictionaries.com/definition/english/rugby-union,C2,Rugby Union,Liên đoàn bóng bầu dục,noun,/ˌrʌɡbi ˈjuːniən/,
scrum_half,https://www.oxfordlearnersdictionaries.com/definition/english/scrum-half,C2,scrum half,một nửa,noun,/ˌskrʌm ˈhɑːf/,
rugger,https://www.oxfordlearnersdictionaries.com/definition/english/rugger,C2,rugger,kẻ cướp,noun,/ˈrʌɡə(r)/,
springbok,https://www.oxfordlearnersdictionaries.com/definition/english/springbok,C2,springbok,lò xo,noun,/ˈsprɪŋbɒk/,
rugby_league,https://www.oxfordlearnersdictionaries.com/definition/english/rugby-league,C2,Rugby League,Giải bóng bầu dục,noun,/ˌrʌɡbi ˈliːɡ/,
touch_down,https://www.oxfordlearnersdictionaries.com/definition/english/touch-down,C2,touch down,chạm xuống,phrasal verb,,
stand-off_half,https://www.oxfordlearnersdictionaries.com/definition/english/stand-off-half,C2,stand-off half,một nửa bế tắc,noun,/ˌstænd ɒf ˈhɑːf/,
tap_penalty,https://www.oxfordlearnersdictionaries.com/definition/english/tap-penalty,C2,tap penalty,chạm vào hình phạt,noun,/ˌtæp ˈpenəlti/,
throw-in,https://www.oxfordlearnersdictionaries.com/definition/english/throw-in_2,C1,throw-in,quả ném biên,noun,/ˈθrəʊ ɪn/,
try,https://www.oxfordlearnersdictionaries.com/definition/english/try_2,C2,try,thử,noun,/traɪ/,
touch_judge,https://www.oxfordlearnersdictionaries.com/definition/english/touch-judge,C2,touch judge,chạm vào thẩm phán,noun,/ˈtʌtʃ dʒʌdʒ/,
touchline,https://www.oxfordlearnersdictionaries.com/definition/english/touchline,C2,touchline,đường dây liên lạc,noun,/ˈtʌtʃlaɪn/,
tight_head,https://www.oxfordlearnersdictionaries.com/definition/english/tight-head,C2,tight head,chặt đầu,noun,/ˈtaɪt hed/,
try_line,https://www.oxfordlearnersdictionaries.com/definition/english/try-line,C2,try line,thử dòng,noun,/ˈtraɪ laɪn/,
up-and-under,https://www.oxfordlearnersdictionaries.com/definition/english/up-and-under,C2,up-and-under,trên dưới,noun,/ˌʌp ən ˈʌndə(r)/,
