id,url,levels,word,translation,part_of_speech,ipa,audio_link
publishing,https://www.oxfordlearnersdictionaries.com/definition/english/publishing,B2,publishing,xuất bản,noun,/ˈpʌblɪʃɪŋ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pub/publi/publishing__gb_1.mp3
quote,https://www.oxfordlearnersdictionaries.com/definition/english/quote_1,B1,quote,trích dẫn,verb,/kwəʊt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/q/quo/quote/quote__gb_2.mp3
review,https://www.oxfordlearnersdictionaries.com/definition/english/review_2,A2,review,ôn tập,verb,/rɪˈvjuː/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rev/revie/review__gb_2.mp3
scribble,https://www.oxfordlearnersdictionaries.com/definition/english/scribble_1,C2,scribble,viết nguệch ngoạc,verb,/ˈskrɪbl/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/scr/scrib/scribble__gb_1.mp3
satirize,https://www.oxfordlearnersdictionaries.com/definition/english/satirize,C2,satirize,châm biếm,verb,/ˈsætəraɪz/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sat/satir/satirize__gb_1.mp3
typesetting,https://www.oxfordlearnersdictionaries.com/definition/english/typesetting,C2,typesetting,sắp chữ,noun,/ˈtaɪpsetɪŋ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/typ/types/typesetting__gb_1.mp3
typeset,https://www.oxfordlearnersdictionaries.com/definition/english/typeset,C2,typeset,bộ sắp chữ,verb,/ˈtaɪpset/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/typ/types/typeset__gb_1.mp3
writing,https://www.oxfordlearnersdictionaries.com/definition/english/writing,A1,writing,viết,noun,/ˈraɪtɪŋ/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wri/writi/writing__gb_1.mp3
write,https://www.oxfordlearnersdictionaries.com/definition/english/write,A1,write,viết,verb,/raɪt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rig/right/right__gb_4.mp3
young_adult,https://www.oxfordlearnersdictionaries.com/definition/english/young-adult_2,B1,young adult,thanh niên,adjective,/ˌjʌŋ ˈædʌlt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/y/you/young/young_adult_1_gb_1.mp3
versification,https://www.oxfordlearnersdictionaries.com/definition/english/versification,C2,versification,sự đa dạng hóa,noun,/ˌvɜːsɪfɪˈkeɪʃn/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/v/ver/versi/versification__gb_1.mp3
script,https://www.oxfordlearnersdictionaries.com/definition/english/script_2,C1,script,kịch bản,verb,/skrɪpt/,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/scr/scrip/script__gb_1.mp3
